comparison,start,end_exclusive,length,owner,writer_category,classification,before_sha256,after_sha256
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C052A2,00C052A8,6,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ce8bee525d6736e9825261b19a9b51719f9dc4bb728e95cf7067a2142b03b362,5b64219d06ebd4775a8a64f6171501b0be2c737e476012a9674d61a74af66b02
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C052AA,00C052B4,10,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,0083af118d18a63c6bb552f21d0c4ee78741f988ecd319d3cd06cb6c85a68a63,e6873ea8c951e78c7c77209636fbdc03e99c2106994bd9ac23d87536eec7e3fa
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C052B6,00C052BA,4,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ad95131bc0b799c0b1af477fb14fcf26a6a9f76079e48bf090acb7e8367bfd0e,4d12eedc12f0b688ebb038f5967e288acf0362226a78d4f0276da26fbf793e45
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C052BB,00C052C0,5,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,132369a3b7f24fa619785c4e2eee68855f5d46cbe0aaa19eadd0dbc2dd592c39,95509993d95e8da01a310bfc62caef5447c4d29362626faf01eed0756fad0550
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C052C2,00C052C5,3,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,5ae7e6a42304dc6e4176210b83c43024f99a0bce9a870c3b6d2c95fc8ebfb74c,68e6e7f89e6546f25619a95e421580f29aed868ea91bd35976917852def2a92d
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C052C6,00C052CC,6,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ce8bee525d6736e9825261b19a9b51719f9dc4bb728e95cf7067a2142b03b362,ff48866e8e44cbe43e9fa8a74623a5f82df73a7cbb651014e5c9b6deffbf2158
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C052CE,00C052D5,7,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,adaac4b55ddb3a6ab09d09b3b1e43850b9e5ae838a9460152bf064e3ee61ae6a,dac5cb4ef4cced7dba6331a4f31b51c16c72c874f7c29813b926c0049928bd02
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C052D7,00C052E1,10,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,0083af118d18a63c6bb552f21d0c4ee78741f988ecd319d3cd06cb6c85a68a63,fefb59683fab1ad2ff212323ac19766f315182ed0035478d3db66587ce4a75a8
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C052E3,00C052E9,6,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ce8bee525d6736e9825261b19a9b51719f9dc4bb728e95cf7067a2142b03b362,80517f333bbab21869b2449ab08dc994dd65793aa86cec98a35bc63d1b5a2464
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C052EB,00C052F4,9,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,71e232cc415bd8287fbb8bf93937d2bab92359c70ca6694f2804effffffa8c68,7925c203f4abb08285fdbae2483250ce8dd930fc82d0d04d464ec1a62a543869
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C052F7,00C05301,10,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,0083af118d18a63c6bb552f21d0c4ee78741f988ecd319d3cd06cb6c85a68a63,371cb1adfd43181bd17b5366f70dde6f3862b17a4cbf3c6409f41548c67e3e1a
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C05303,00C05309,6,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ce8bee525d6736e9825261b19a9b51719f9dc4bb728e95cf7067a2142b03b362,80517f333bbab21869b2449ab08dc994dd65793aa86cec98a35bc63d1b5a2464
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C0530B,00C05318,13,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,3ca1cd3246b94888a50aeadf92d5605bd242d2060e8e86dccbdcdfc0f886fb1e,15a060968efc63588640965c11c26c8bee7adefe7e7364d3e8f19ba28f595140
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C0531B,00C05321,6,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ce8bee525d6736e9825261b19a9b51719f9dc4bb728e95cf7067a2142b03b362,c4faf390abf0d53bd9b3f61cb193382eaf678c66c3c7e926195dc6255b443aea
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C05323,00C05329,6,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ce8bee525d6736e9825261b19a9b51719f9dc4bb728e95cf7067a2142b03b362,80517f333bbab21869b2449ab08dc994dd65793aa86cec98a35bc63d1b5a2464
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C0532B,00C05330,5,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,132369a3b7f24fa619785c4e2eee68855f5d46cbe0aaa19eadd0dbc2dd592c39,5765ea3dfef7591c14143c2e0c19ec983d1074a06cb95e1051fb3d7427e5ab6f
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C05333,00C05336,3,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,5ae7e6a42304dc6e4176210b83c43024f99a0bce9a870c3b6d2c95fc8ebfb74c,f4515f1fe0249b08972897b63c7e62e0db36486f0918d4a986f6cd88f50a699a
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C05337,00C05339,2,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ca2fd00fa001190744c15c317643ab092e7048ce086a243e2be9437c898de1bb,390400374360c53cad1385d026af51c012f7a8aa7cabdaa2cc6e47ea22b5cb0f
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C0533A,00C0533D,3,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,5ae7e6a42304dc6e4176210b83c43024f99a0bce9a870c3b6d2c95fc8ebfb74c,9438b9d9b545635be95cf9299e6331aee59f374861f8dec8e43b610cb2c3e2a4
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C0533F,00C05340,1,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,a8100ae6aa1940d0b663bb31cd466142ebbdbd5187131b92d93818987832eb89,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C05342,00C05348,6,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ce8bee525d6736e9825261b19a9b51719f9dc4bb728e95cf7067a2142b03b362,ff48866e8e44cbe43e9fa8a74623a5f82df73a7cbb651014e5c9b6deffbf2158
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C0534A,00C05354,10,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,0083af118d18a63c6bb552f21d0c4ee78741f988ecd319d3cd06cb6c85a68a63,b2ba1f9e5d835b4a4ac8221d6ed73faf9dfa42cdfd3f9614776c2bbde422e93f
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C05355,00C05360,11,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,15300bd714efbc71d4830e661d7d6f7a052eaa0bd377a3332a3ed6dbbcee3f87,51a600f9a76944951c02b69d490e3d38731ac345dc6c99abda4dc5f1ae090edb
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C05362,00C05368,6,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ce8bee525d6736e9825261b19a9b51719f9dc4bb728e95cf7067a2142b03b362,ff48866e8e44cbe43e9fa8a74623a5f82df73a7cbb651014e5c9b6deffbf2158
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C0536A,00C05375,11,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,15300bd714efbc71d4830e661d7d6f7a052eaa0bd377a3332a3ed6dbbcee3f87,0ce34e54449b8a0e741e41d2fc0b43427903de585b2fbdeba94934071372a7c7
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C05377,00C05380,9,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,71e232cc415bd8287fbb8bf93937d2bab92359c70ca6694f2804effffffa8c68,277869aac92a90f38e5ffc02c37eec7f1e2d9ad1838b4fec7b6e1313a9565de4
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C05382,00C05388,6,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ce8bee525d6736e9825261b19a9b51719f9dc4bb728e95cf7067a2142b03b362,ff48866e8e44cbe43e9fa8a74623a5f82df73a7cbb651014e5c9b6deffbf2158
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C0538A,00C05391,7,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,adaac4b55ddb3a6ab09d09b3b1e43850b9e5ae838a9460152bf064e3ee61ae6a,4e9f5d22d7a446936e329b774ffb5e1ad2f1616d1ff73ad31b904fbcf97d24d5
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C05393,00C05396,3,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,5ae7e6a42304dc6e4176210b83c43024f99a0bce9a870c3b6d2c95fc8ebfb74c,f4515f1fe0249b08972897b63c7e62e0db36486f0918d4a986f6cd88f50a699a
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C05397,00C05399,2,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ca2fd00fa001190744c15c317643ab092e7048ce086a243e2be9437c898de1bb,59cee1525d826e6337dd015e6e849bff311e2fb07130be1b37f9df1ff99942e5
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C0539A,00C0539D,3,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,5ae7e6a42304dc6e4176210b83c43024f99a0bce9a870c3b6d2c95fc8ebfb74c,9438b9d9b545635be95cf9299e6331aee59f374861f8dec8e43b610cb2c3e2a4
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C0539F,00C053A0,1,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,a8100ae6aa1940d0b663bb31cd466142ebbdbd5187131b92d93818987832eb89,dc0e9c3658a1a3ed1ec94274d8b19925c93e1abb7ddba294923ad9bde30f8cb8
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C053A2,00C053A8,6,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ce8bee525d6736e9825261b19a9b51719f9dc4bb728e95cf7067a2142b03b362,ff48866e8e44cbe43e9fa8a74623a5f82df73a7cbb651014e5c9b6deffbf2158
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C053AA,00C053B5,11,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,15300bd714efbc71d4830e661d7d6f7a052eaa0bd377a3332a3ed6dbbcee3f87,34bd9564d4af50b2b14307d2df949d36a3c668763512e8a9da0c8076e2e13cb3
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C053B7,00C053BD,6,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ce8bee525d6736e9825261b19a9b51719f9dc4bb728e95cf7067a2142b03b362,a71f5009e1583f9da45ba5d01340aaeba3f947993af1a46b4836c7ac3b8d750b
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C053BF,00C053C0,1,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,a8100ae6aa1940d0b663bb31cd466142ebbdbd5187131b92d93818987832eb89,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C053C2,00C053C8,6,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ce8bee525d6736e9825261b19a9b51719f9dc4bb728e95cf7067a2142b03b362,d1e38bbcd895402cc8d98d1cf9627e3e93d10cf8203ce8e26054b843b73bac00
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C053CA,00C053CF,5,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,132369a3b7f24fa619785c4e2eee68855f5d46cbe0aaa19eadd0dbc2dd592c39,5101b7b429db7780a1238c7338e8d5e0413bd9cb03274404a7d1ce1e1cae92a6
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C053D0,00C053D4,4,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ad95131bc0b799c0b1af477fb14fcf26a6a9f76079e48bf090acb7e8367bfd0e,8582784db37180632e4f95fe8e28ad9225e2853d843bb21ec968813bc3d48078
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C053D6,00C053E0,10,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,0083af118d18a63c6bb552f21d0c4ee78741f988ecd319d3cd06cb6c85a68a63,d92cb45d5baf2421f8d67fbdacc2eb52d70b1a7d72943a7d6450a7806503b882
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C053E2,00C053E8,6,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ce8bee525d6736e9825261b19a9b51719f9dc4bb728e95cf7067a2142b03b362,d1e38bbcd895402cc8d98d1cf9627e3e93d10cf8203ce8e26054b843b73bac00
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C053EA,00C053EB,1,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,a8100ae6aa1940d0b663bb31cd466142ebbdbd5187131b92d93818987832eb89,dc0e9c3658a1a3ed1ec94274d8b19925c93e1abb7ddba294923ad9bde30f8cb8
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C053EC,00C053F0,4,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ad95131bc0b799c0b1af477fb14fcf26a6a9f76079e48bf090acb7e8367bfd0e,8582784db37180632e4f95fe8e28ad9225e2853d843bb21ec968813bc3d48078
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C053F2,00C053FD,11,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,15300bd714efbc71d4830e661d7d6f7a052eaa0bd377a3332a3ed6dbbcee3f87,39a1da17c471b925925ff79c3f7bfeafdfa432797802897107ccc7b450656362
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C053FF,00C05400,1,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,a8100ae6aa1940d0b663bb31cd466142ebbdbd5187131b92d93818987832eb89,dc0e9c3658a1a3ed1ec94274d8b19925c93e1abb7ddba294923ad9bde30f8cb8
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C05402,00C05408,6,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ce8bee525d6736e9825261b19a9b51719f9dc4bb728e95cf7067a2142b03b362,d1e38bbcd895402cc8d98d1cf9627e3e93d10cf8203ce8e26054b843b73bac00
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C0540A,00C0540B,1,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,a8100ae6aa1940d0b663bb31cd466142ebbdbd5187131b92d93818987832eb89,dc0e9c3658a1a3ed1ec94274d8b19925c93e1abb7ddba294923ad9bde30f8cb8
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C0540C,00C05410,4,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ad95131bc0b799c0b1af477fb14fcf26a6a9f76079e48bf090acb7e8367bfd0e,8582784db37180632e4f95fe8e28ad9225e2853d843bb21ec968813bc3d48078
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C05412,00C05416,4,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ad95131bc0b799c0b1af477fb14fcf26a6a9f76079e48bf090acb7e8367bfd0e,55b71f24af198b2492af59655a9d5045ea4577531e35c56381a5013af7a95cd1
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C05417,00C05419,2,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ca2fd00fa001190744c15c317643ab092e7048ce086a243e2be9437c898de1bb,59cee1525d826e6337dd015e6e849bff311e2fb07130be1b37f9df1ff99942e5
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C0541A,00C0541D,3,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,5ae7e6a42304dc6e4176210b83c43024f99a0bce9a870c3b6d2c95fc8ebfb74c,9438b9d9b545635be95cf9299e6331aee59f374861f8dec8e43b610cb2c3e2a4
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C0541F,00C05420,1,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,a8100ae6aa1940d0b663bb31cd466142ebbdbd5187131b92d93818987832eb89,dc0e9c3658a1a3ed1ec94274d8b19925c93e1abb7ddba294923ad9bde30f8cb8
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C05422,00C05428,6,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ce8bee525d6736e9825261b19a9b51719f9dc4bb728e95cf7067a2142b03b362,d1e38bbcd895402cc8d98d1cf9627e3e93d10cf8203ce8e26054b843b73bac00
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C0542A,00C0542B,1,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,a8100ae6aa1940d0b663bb31cd466142ebbdbd5187131b92d93818987832eb89,dc0e9c3658a1a3ed1ec94274d8b19925c93e1abb7ddba294923ad9bde30f8cb8
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C0542C,00C05430,4,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ad95131bc0b799c0b1af477fb14fcf26a6a9f76079e48bf090acb7e8367bfd0e,8582784db37180632e4f95fe8e28ad9225e2853d843bb21ec968813bc3d48078
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C05432,00C05435,3,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,5ae7e6a42304dc6e4176210b83c43024f99a0bce9a870c3b6d2c95fc8ebfb74c,68e6e7f89e6546f25619a95e421580f29aed868ea91bd35976917852def2a92d
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C05437,00C0543D,6,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ce8bee525d6736e9825261b19a9b51719f9dc4bb728e95cf7067a2142b03b362,de491ffc59aaf12307311ff5541aa7fba0615f61fe97207cd2cac14be0799673
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C0543F,00C05440,1,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,a8100ae6aa1940d0b663bb31cd466142ebbdbd5187131b92d93818987832eb89,dc0e9c3658a1a3ed1ec94274d8b19925c93e1abb7ddba294923ad9bde30f8cb8
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C05442,00C05448,6,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ce8bee525d6736e9825261b19a9b51719f9dc4bb728e95cf7067a2142b03b362,d1e38bbcd895402cc8d98d1cf9627e3e93d10cf8203ce8e26054b843b73bac00
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C0544A,00C0544B,1,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,a8100ae6aa1940d0b663bb31cd466142ebbdbd5187131b92d93818987832eb89,dc0e9c3658a1a3ed1ec94274d8b19925c93e1abb7ddba294923ad9bde30f8cb8
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C0544C,00C05450,4,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ad95131bc0b799c0b1af477fb14fcf26a6a9f76079e48bf090acb7e8367bfd0e,8582784db37180632e4f95fe8e28ad9225e2853d843bb21ec968813bc3d48078
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C05452,00C05459,7,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,adaac4b55ddb3a6ab09d09b3b1e43850b9e5ae838a9460152bf064e3ee61ae6a,a830fb099e1c94e1d59d85dea16fe6de5b681c1cc894d8abd8aa0e4dcc4d4314
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C0545B,00C0545D,2,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ca2fd00fa001190744c15c317643ab092e7048ce086a243e2be9437c898de1bb,59cee1525d826e6337dd015e6e849bff311e2fb07130be1b37f9df1ff99942e5
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C0545F,00C05460,1,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,a8100ae6aa1940d0b663bb31cd466142ebbdbd5187131b92d93818987832eb89,dc0e9c3658a1a3ed1ec94274d8b19925c93e1abb7ddba294923ad9bde30f8cb8
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C05462,00C05468,6,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ce8bee525d6736e9825261b19a9b51719f9dc4bb728e95cf7067a2142b03b362,d1e38bbcd895402cc8d98d1cf9627e3e93d10cf8203ce8e26054b843b73bac00
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C0546A,00C0546B,1,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,a8100ae6aa1940d0b663bb31cd466142ebbdbd5187131b92d93818987832eb89,dc0e9c3658a1a3ed1ec94274d8b19925c93e1abb7ddba294923ad9bde30f8cb8
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C0546C,00C05470,4,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ad95131bc0b799c0b1af477fb14fcf26a6a9f76079e48bf090acb7e8367bfd0e,8582784db37180632e4f95fe8e28ad9225e2853d843bb21ec968813bc3d48078
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C05472,00C05475,3,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,5ae7e6a42304dc6e4176210b83c43024f99a0bce9a870c3b6d2c95fc8ebfb74c,db693a88dc099fce4de7b32ef3498d9140e6c9657ba7da2c620bae90a80f7352
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C05477,00C0547D,6,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ce8bee525d6736e9825261b19a9b51719f9dc4bb728e95cf7067a2142b03b362,a71f5009e1583f9da45ba5d01340aaeba3f947993af1a46b4836c7ac3b8d750b
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C0547F,00C05480,1,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,a8100ae6aa1940d0b663bb31cd466142ebbdbd5187131b92d93818987832eb89,6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C05482,00C05488,6,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ce8bee525d6736e9825261b19a9b51719f9dc4bb728e95cf7067a2142b03b362,1e35373ef8496572ab4e2ea6f6c9a3cbab4fd17a332f57c821f0c513c12734d7
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C0548A,00C0548E,4,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ad95131bc0b799c0b1af477fb14fcf26a6a9f76079e48bf090acb7e8367bfd0e,f62a189bbc9901b9bfe27e2299e8edb014560cdd50c0b2095f9b2608414736b5
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C0548F,00C05494,5,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,132369a3b7f24fa619785c4e2eee68855f5d46cbe0aaa19eadd0dbc2dd592c39,926e7c057aa33602517a57990228b641e8c5bf95c8ae0757a942281585872bb9
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C05496,00C054A0,10,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,0083af118d18a63c6bb552f21d0c4ee78741f988ecd319d3cd06cb6c85a68a63,c9014133554e566c155da7441e909e89a79db8d43ea37a4b167fa05057b3c36f
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C054A1,00C054A8,7,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,adaac4b55ddb3a6ab09d09b3b1e43850b9e5ae838a9460152bf064e3ee61ae6a,508756f7b54473688346ec796d2e7c61a775dde61af781e5c9d1118ed6251032
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C054A9,00C054AA,1,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,a8100ae6aa1940d0b663bb31cd466142ebbdbd5187131b92d93818987832eb89,dc0e9c3658a1a3ed1ec94274d8b19925c93e1abb7ddba294923ad9bde30f8cb8
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C054AB,00C054B0,5,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,132369a3b7f24fa619785c4e2eee68855f5d46cbe0aaa19eadd0dbc2dd592c39,926e7c057aa33602517a57990228b641e8c5bf95c8ae0757a942281585872bb9
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C054B1,00C054B5,4,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ad95131bc0b799c0b1af477fb14fcf26a6a9f76079e48bf090acb7e8367bfd0e,15b6aa8404793aec324df3c9eac1e1085d12e9de6ea5c13c0572c433059c2512
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C054B7,00C054C0,9,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,71e232cc415bd8287fbb8bf93937d2bab92359c70ca6694f2804effffffa8c68,277869aac92a90f38e5ffc02c37eec7f1e2d9ad1838b4fec7b6e1313a9565de4
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C054C1,00C054C8,7,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,adaac4b55ddb3a6ab09d09b3b1e43850b9e5ae838a9460152bf064e3ee61ae6a,508756f7b54473688346ec796d2e7c61a775dde61af781e5c9d1118ed6251032
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C054C9,00C054CA,1,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,a8100ae6aa1940d0b663bb31cd466142ebbdbd5187131b92d93818987832eb89,dc0e9c3658a1a3ed1ec94274d8b19925c93e1abb7ddba294923ad9bde30f8cb8
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C054CB,00C054D0,5,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,132369a3b7f24fa619785c4e2eee68855f5d46cbe0aaa19eadd0dbc2dd592c39,926e7c057aa33602517a57990228b641e8c5bf95c8ae0757a942281585872bb9
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C054D1,00C054D9,8,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,12a3ae445661ce5dee78d0650d33362dec29c4f82af05e7e57fb595bbbacf0ca,a3dec2c815b2a364e48169b989bfa288bdef53b7e6795b09a37aa1f29fdc07db
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C054DB,00C054DD,2,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ca2fd00fa001190744c15c317643ab092e7048ce086a243e2be9437c898de1bb,59cee1525d826e6337dd015e6e849bff311e2fb07130be1b37f9df1ff99942e5
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C054DF,00C054E0,1,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,a8100ae6aa1940d0b663bb31cd466142ebbdbd5187131b92d93818987832eb89,dc0e9c3658a1a3ed1ec94274d8b19925c93e1abb7ddba294923ad9bde30f8cb8
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C054E2,00C054E8,6,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ce8bee525d6736e9825261b19a9b51719f9dc4bb728e95cf7067a2142b03b362,d1e38bbcd895402cc8d98d1cf9627e3e93d10cf8203ce8e26054b843b73bac00
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C054EA,00C054F4,10,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,0083af118d18a63c6bb552f21d0c4ee78741f988ecd319d3cd06cb6c85a68a63,6e56b4d1d3d6b4efc9d892cb63162b1cc6086ff2614c4ae183389ac44cd3bbf0
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C054F6,00C05500,10,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,0083af118d18a63c6bb552f21d0c4ee78741f988ecd319d3cd06cb6c85a68a63,d92cb45d5baf2421f8d67fbdacc2eb52d70b1a7d72943a7d6450a7806503b882
BETA3_TO_V09B_AND_IDENTICAL_V09C,00C05502,00C05508,6,stage1:dalmoori_clear,font,V09B_EXISTING_FONT,ce8bee525d6736e9825261b19a9b51719f9dc4bb728e95cf7067a2142b03b362,62c8444f207d72dc4a068af0781e4275064e84024ea0b4ce0c4b4c9ccad9f792
